id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.75,2366534726,59,7519454108,1082446467,2.14,1.62,-0.38554127265120397,-18.03955,-537421722.8120351,-18.50654,1351719035.0,4294967296.0,4294967296.0,4.84,-64.14424,2024-03-06T08:35:50.817Z,0.402159,331.90969,2022-06-18T20:54:52.178Z,,2024-12-20T14:38:03.021Z,2024-12-20 11:44:58.541015
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,2.29,2290395107,60,2290395107,435519421,2.58,2.02,-0.2830791700039832,-10.99096,-290153942.5523653,-11.24388,1000000000.0,1000000000.0,1000000000.0,3.3,-31.25883,2024-12-16T17:25:43.867Z,0.00748604,30230.60159,2024-01-23T20:55:21.653Z,,2024-12-20T14:37:59.105Z,2024-12-20 11:44:58.541015
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.35,2284132690,61,2695514132,174757849,1.54,1.23,-0.1931907159541646,-12.50801,-344435920.7398181,-13.10355,1694765880.3898141,2000000000.0,2000000000.0,9.52,-85.87757,2021-11-26T01:03:01.536Z,0.378055,255.62212,2022-12-31T07:36:37.649Z,,2024-12-20T14:38:00.034Z,2024-12-20 11:44:58.541015
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.84,2222945754,62,5271972421,536588917,5.61,4.38,-0.7700266956747468,-13.72891,-362678676.4162502,-14.02673,459967112.711952,1090865095.890105,,20.85,-76.97345,2024-02-10T14:30:02.495Z,2.08,130.44095,2023-10-31T15:14:31.951Z,,2024-12-20T14:37:56.569Z,2024-12-20 11:44:58.541015
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,2.817e-05,2135000428,63,2610621577,913192109,3.094e-05,2.508e-05,-2.684232051876e-06,-8.70045,-221722730.35725284,-9.40809,75786495111613.84,92669704793321.61,92669704793321.61,5.825e-05,-51.77313,2024-11-20T04:01:06.465Z,8.6142e-08,32511.3623,2022-12-29T22:48:46.755Z,,2024-12-20T14:37:57.376Z,2024-12-20 11:44:58.541015
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3337.7,2020173928,64,2020173928,183270836,3681.27,3111.19,-339.51867375139864,-9.23302,-219012546.43287945,-9.7809,604999.999959841,604999.999959841,,4098.26,-19.62055,2024-12-06T20:27:27.286Z,2171.8,51.67879,2024-09-06T21:02:52.910Z,,2024-12-20T14:37:57.728Z,2024-12-20 11:44:58.541015
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,95559.0,2006447929,65,2002826601,834617569,102271.0,91998.0,-6711.667010969482,-6.56262,-119135986.56534219,-5.60486,20999.83790999,20961.93645071,,108259.0,-11.99703,2024-12-17T15:02:49.202Z,57439.0,65.86594,2024-09-12T14:07:41.775Z,,2024-12-20T14:37:57.166Z,2024-12-20 11:44:58.541015
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,20.13,1963658273,66,2009325822,451211293,24.18,18.66,-4.047383953759063,-16.74116,-407182111.5501189,-17.17459,97727220.33,100000000.0,,52.62,-61.82573,2024-03-14T15:06:22.124Z,0.657401,2955.60218,2020-11-03T16:19:30.576Z,,2024-12-20T14:38:01.910Z,2024-12-20 11:44:58.541015
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.202552,1933788429,67,2184809036,221033279,0.232117,0.184889,-0.029564159376154087,-12.73677,-294081904.13099456,-13.20014,9548531509.16547,10788004319.0,10788004319.0,2.84,-92.90875,2021-02-12T07:28:45.775Z,0.052051,287.11662,2022-11-22T10:05:03.503Z,,2024-12-20T14:37:58.459Z,2024-12-20 11:44:58.541015
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.89,1888364260,68,1888364260,126641247,2.31,1.76,-0.4137327168252609,-17.94157,-421504993.4882567,-18.248,1000000000.0,1000000000.0,1000000000.0,15.72,-88.08644,2021-04-16T13:15:11.190Z,0.04039979,4535.61335,2020-03-13T02:24:16.483Z,"{'times': 11.6151223351303, 'currency': 'usd', 'percentage': 1161.51223351303}",2024-12-20T14:37:57.695Z,2024-12-20 11:44:58.541015
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.88,1866218220,69,1866218220,1528869407,2.28,1.73,-0.40765917910351446,-17.84678,-415606206.2079785,-18.21377,998926392.0,998926392.0,998926392.0,4.83,-61.42621,2024-03-31T09:34:58.366Z,0.00155464,119629.57614,2023-12-13T07:13:50.873Z,,2024-12-20T14:37:57.662Z,2024-12-20 11:44:58.541015
movement,move,Movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,0.784118,1756156899,70,7805141774,2016940873,0.877804,0.688776,0.01736429,2.26465,10335781.0,0.59203,2250000000.0,10000000000.0,10000000000.0,1.45,-46.11021,2024-12-10T04:05:51.093Z,0.597911,30.67602,2024-12-16T13:05:52.930Z,,2024-12-20T14:38:02.367Z,2024-12-20 11:44:58.541015
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.414666,1744395157,71,4145644682,424185384,0.478624,0.375312,-0.06395763130793142,-13.36282,-281895388.3198323,-13.91189,4207777777.0,10000000000.0,,1.14,-63.67803,2024-03-16T02:30:23.904Z,0.095364,334.09369,2023-10-19T08:05:30.655Z,,2024-12-20T14:37:54.522Z,2024-12-20 11:44:58.541015
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,1.004,1735082867,72,1735082867,11851079378,1.013,0.980914,0.00528658,0.52931,-9970257.517374516,-0.57134,1728060669.0,1728060669.0,,1.089,-8.30476,2024-05-20T19:42:15.377Z,0.940377,6.14388,2024-12-05T22:30:51.394Z,,2024-12-20T14:37:59.294Z,2024-12-20 11:44:58.541015
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.03,1729658290,73,2092958147,740339634,5.66,4.53,-0.6257044841327266,-11.05585,-220779334.96203566,-11.31948,344059625.0,416326392.0,500000000.0,20.87,-76.1913,2021-05-19T00:30:09.436Z,0.00851264,58263.7789,2019-09-28T00:00:00.000Z,"{'times': 131.4680410662795, 'currency': 'usd', 'percentage': 13146.80410662795}",2024-12-20T14:37:58.437Z,2024-12-20 11:44:58.541015
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.13,1687442384,74,21261688667,888660845,2.44,1.95,-0.3092030719800465,-12.69634,-246937527.97460914,-12.76572,793653980.402318,10000000000.0,10000000000.0,11.74,-81.97019,2024-03-10T00:10:42.330Z,0.973104,117.53182,2023-09-13T07:36:44.064Z,,2024-12-20T14:37:58.724Z,2024-12-20 11:44:58.541015
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3733.84,1683156094,75,1683156094,15161066,4117.69,3481.83,-383.8516712638757,-9.32202,-181067691.6785133,-9.71277,450851.8379385448,450851.8379385448,,4814.31,-23.1694,2021-12-01T08:03:50.749Z,887.26,316.88445,2022-06-18T20:55:45.957Z,,2024-12-20T14:38:03.986Z,2024-12-20 11:44:58.541015
pudgy-penguins,pengu,Pudgy Penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,0.0261313,1641746363,77,2321541370,1265240177,0.031293,0.0230512,-0.003894046797679209,-12.9692,-257128159.35933328,-13.54108,62860396090.0,88888888888.0,88888888888.0,0.068447,-62.63007,2024-12-17T13:05:22.873Z,0.01141,124.17604,2024-12-17T13:00:22.873Z,,2024-12-20T14:38:03.650Z,2024-12-20 11:44:58.541015
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3418.66,1641382469,76,1641382469,6987790,3802.85,3211.8,-384.1897481223341,-10.10268,-190904064.31366396,-10.4189,481641.7789423896,481641.7789423896,,4216.2,-19.36733,2024-12-06T20:31:16.142Z,2069.62,64.26348,2024-01-23T14:25:53.609Z,,2024-12-20T14:38:00.382Z,2024-12-20 11:44:58.541015
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00016225,1571433982,78,1624351108,808742656,0.00018885,0.00014588,-2.6607969092548e-05,-14.0892,-254223505.57660294,-13.92504,9674226056930.0,10000000000000.0,10000000000000.0,0.00034495,-53.20482,2024-06-05T07:25:59.137Z,8.428e-08,191428.30832,2021-07-06T01:11:20.438Z,,2024-12-20T14:37:59.497Z,2024-12-20 11:44:58.541015
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,12.42,1560355163,79,3720580125,18492915,13.43,11.57,-1.0079917881584244,-7.50773,-132284087.3653357,-7.81526,125815473.19980882,300000000.0,,14.01,-12.21971,2024-12-17T18:42:38.155Z,0.25754,4676.66609,2020-03-13T02:18:02.481Z,,2024-12-20T14:37:58.982Z,2024-12-20 11:44:58.541015
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3515.11,1548357302,80,1548357302,83312092,3869.03,3258.84,-353.91931405115656,-9.14749,-162615078.0299647,-9.50425,441521.6132816713,441521.6132816713,,4729.53,-26.42384,2024-03-27T05:26:27.333Z,2142.02,62.45463,2023-12-18T10:41:32.686Z,,2024-12-20T14:38:00.765Z,2024-12-20 11:44:58.541015
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.03156545,1528326722,81,1578197771,541224121,0.03775629,0.02833101,-0.006190844346989889,-16.39685,-315144527.60600495,-17.09517,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.34189,2021-02-16T03:53:32.207Z,0.00275026,1046.22753,2022-12-29T20:41:09.113Z,,2024-12-20T14:38:02.389Z,2024-12-20 11:44:58.541015
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,104.02,1512537943,82,1519642629,117517596,118.5,95.5,-14.483507271175327,-12.2224,-241013234.32345796,-13.74429,14544176.164091088,14612493.0,14612493.0,427.42,-75.80012,2021-09-11T09:15:00.668Z,0.215773,47837.21234,2018-08-23T00:00:00.000Z,"{'times': 12.411216728798665, 'currency': 'eth', 'percentage': 1241.1216728798665}",2024-12-20T14:38:04.253Z,2024-12-20 11:44:58.541015
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.0268846,1476028527,83,2769156344,31163689,0.02892014,0.02496388,-0.00129278940161219,-4.58804,-75557200.2944498,-4.86968,54811062867.70007,102830263563.0005,,0.150073,-81.88271,2023-01-10T03:14:05.921Z,0.00827405,228.60747,2023-10-19T03:35:41.663Z,,2024-12-20T14:37:58.629Z,2024-12-20 11:44:58.541015
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,95337.0,1464699694,84,1464699694,7179825,101595.0,92024.0,-6257.9631868656725,-6.15971,-95822700.39068842,-6.14042,15331.78092915,15331.78092915,,108188.0,-11.93375,2024-12-16T18:42:29.564Z,52119.0,82.80512,2024-09-06T21:01:52.094Z,,2024-12-20T14:38:00.474Z,2024-12-20 11:44:58.541015
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1632.64,1454706732,85,1501680715,321717648,1707.16,1500.13,-68.97558316622803,-4.05353,-70339401.29787087,-4.61228,891079.3897069084,919853.2641844514,1005577.0,6292.31,-74.31606,2021-05-03T21:54:29.333Z,168.36,859.92987,2020-03-16T20:52:36.527Z,,2024-12-20T14:38:02.015Z,2024-12-20 11:44:58.541015
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.61,1436284638,86,1602732841,723532794,1.79,1.4,-0.18789826074693883,-10.47391,-181356471.10041833,-11.21117,896147256.7293415,1000000000.0,1000000000.0,7.3,-78.26493,2021-08-20T08:35:20.158Z,0.40615,290.81255,2022-06-18T20:55:12.035Z,,2024-12-20T14:38:04.715Z,2024-12-20 11:44:58.541015
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.33,1422306654,87,2900391898,62871312,3.47,3.2,-0.13421888018979367,-3.87331,-62635916.971393585,-4.21807,426998421.4,870742437.0,1000000000.0,3.5,-4.95688,2024-12-19T05:40:21.130Z,0.398142,735.54391,2023-01-21T10:15:39.503Z,,2024-12-20T14:37:58.722Z,2024-12-20 11:44:58.541015
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,17.51,1392496495,89,1740707675,14873511,20.19,16.97,-2.443606774160127,-12.24472,-210430305.8978207,-13.12788,79995999.05112354,100000000.0,100000000.0,22.3,-23.34097,2022-10-31T10:23:59.455Z,0.111255,15263.01587,2019-04-28T00:00:00.000Z,"{'times': 59.28506557485119, 'currency': 'usd', 'percentage': 5928.506557485119}",2024-12-20T14:37:56.844Z,2024-12-20 11:44:58.541015
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.03290749,1382598601,88,1382597987,626759311,0.03943822,0.02969526,-0.006530727234737924,-16.55939,-282571058.6619556,-16.96951,42014932799.13701,42014914152.60021,50000000000.0,0.824837,-96.03487,2021-11-26T01:03:48.731Z,0.00013475,24171.63149,2020-12-28T08:46:48.367Z,,2024-12-20T14:37:59.059Z,2024-12-20 11:44:58.541015
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02550524,1338460096,90,1557148618,193213780,0.02877163,0.02177057,-0.003266382924106703,-11.35279,-170071203.78862214,-11.27396,52561007898.0,61148853857.0,61148853857.0,0.04416304,-42.76468,2024-03-10T10:40:22.381Z,0.0043383,482.64402,2023-10-29T08:20:14.064Z,,2024-12-20T14:38:04.477Z,2024-12-20 11:44:58.541015
usual-usd,usd0,Usual USD,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,1.001,1330799575,91,1331951900,188217544,1.007,0.99407,0.00385512,0.38656,187742474.0,16.42459,1327742640.421429,1328892317.708522,,1.33,-24.50502,2024-07-12T08:28:59.311Z,0.976542,2.48786,2024-08-05T06:27:12.976Z,,2024-12-20T14:37:57.995Z,2024-12-20 11:44:58.541015
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,95198.0,1324927816,92,1325225167,13174900,102134.0,92266.0,-6936.6043010189605,-6.79165,-69501623.62611365,-4.98423,14009.43640878813,14012.58051261566,21000000.0,107779.0,-12.33162,2024-12-17T14:52:38.152Z,49058.0,92.60634,2024-08-05T06:28:45.311Z,,2024-12-20T14:37:54.796Z,2024-12-20 11:44:58.541015
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.31,1309394137,93,1309394137,22061713,1.4,1.21,-0.06916444778188979,-5.01604,-69491532.02160311,-5.03969,1000000000.0,1000000000.0,1000000000.0,4.07,-68.10546,2021-05-12T14:37:47.535Z,0.04515276,2773.49049,2018-09-13T00:00:00.000Z,"{'times': 12.09701607092845, 'currency': 'usd', 'percentage': 1209.701607092845}",2024-12-20T14:38:01.926Z,2024-12-20 11:44:58.541015
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.357535,1294597755,94,3571315200,234743916,0.398668,0.324706,-0.041133534894110146,-10.31774,-157083153.82752085,-10.82078,3624988786.43857,10000000000.0,10000000000.0,1.2,-70.25423,2024-03-16T07:01:15.357Z,0.22352,59.2111,2024-08-05T11:30:50.894Z,,2024-12-20T14:38:03.959Z,2024-12-20 11:44:58.541015
kaia,kaia,Kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,0.220126,1289671162,95,1289671204,105027107,0.240441,0.18999,-0.020314271468367368,-8.44877,-127254280.02977014,-8.98101,5856641747.106198,5856641936.044253,,0.406698,-46.02889,2024-12-03T00:11:32.242Z,0.113064,94.13787,2024-11-04T21:46:05.335Z,,2024-12-20T14:38:00.409Z,2024-12-20 11:44:58.541015
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.528494,1284144057,96,1585211606,827438678,0.614046,0.475274,-0.0855519146465038,-13.93249,-213419458.25223804,-14.25111,2430232126.2233224,3000000000.0,3000000000.0,8.4,-93.75519,2021-11-25T06:04:40.957Z,0.02897764,1709.54624,2020-11-04T15:59:14.441Z,,2024-12-20T14:37:57.605Z,2024-12-20 11:44:58.541015
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.62,1275733283,97,1514484260,291690,11.64,10.15,-1.0262464729682534,-8.81552,-131626571.43829751,-9.35273,120225681.1460797,142725681.1460797,,28.83,-63.12982,2021-12-01T15:09:35.541Z,0.342863,3000.25605,2019-02-07T00:00:00.000Z,,2024-12-20T14:38:00.176Z,2024-12-20 11:44:58.541015
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,1.26,1267459205,98,1267459205,330682383,1.29,0.904338,0.074043,6.24818,95121330.0,8.11382,999995850.851555,999995850.851554,1000000000.0,1.29,-4.31917,2024-12-20T03:31:40.458Z,0.02002855,6075.91494,2024-10-30T07:56:04.381Z,,2024-12-20T14:37:58.357Z,2024-12-20 11:44:58.541015
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3427.57,1239790843,99,1239790843,11264748,3791.13,3200.29,-363.5639995046781,-9.58985,-135458776.52928257,-9.84976,361914.5697508515,361914.5697508515,,4207.05,-19.38497,2024-12-06T20:30:39.115Z,2198.04,54.29714,2024-01-26T08:09:59.848Z,,2024-12-20T14:38:04.245Z,2024-12-20 11:44:58.541015
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,4.21,1223686005,100,2334726111,210091176,4.66,3.81,-0.4560928262100994,-9.78271,-131686911.1027093,-9.71592,290888823.959345,555000000.0,555000000.0,16.83,-75.06687,2021-09-12T20:20:23.998Z,0.134391,3022.94205,2022-12-29T22:15:53.927Z,,2024-12-20T14:38:04.274Z,2024-12-20 11:44:58.541015
